시점,구분별,영업이익실적SBHI
2021.12,식료품,83
2021.12,음료,77.1
2021.12,섬유제품;의복제외,65.8
2021.12,"의복,의복악세서리및모피제품",77.3
2021.12,"가죽,가방및신발",63.4
2021.12,목재및나무제품;가구제외,64.8
2021.12,"펄프,종이및종이제품",84.6
2021.12,인쇄및기록매체복제업,84
2021.12,화학물질및화학제품;의약품제외,77.9
2021.12,의료용물질및의약품,85.8
2021.12,고무제품및플라스틱제품,61.4
2021.12,비금속광물제품,83.4
2021.12,1차금속,71.9
2021.12,금속가공제품;기계및가구제외,73.1
2021.12,"전자부품,컴퓨터,영상,음향및통신장비",90.1
2021.12,"의료,정밀,광학기기및시계",89.6
2021.12,전기장비,77.8
2021.12,기타기계및장비,83.2
2021.12,자동차및트레일러,82.6
2021.12,기타운송장비,80.6
2021.12,가구,75
2021.12,기타제품,78
2021.12,비제조업,76.8
2021.12,건설업,74.6
2021.12,도매 및 소매업,78.4
2021.12,운수업,73.2
2021.12,숙박 및 음식점업,52.4
2021.12,"출판,영상,방송통신 및 정보서비스업",89
2021.12,부동산업 및 임대업,70.2
2021.12,"전문,과학 및 기술서비스업",86.5
2021.12,사업시설관리 및 사업지원서비스업,85.4
2021.12,교육서비스업,75.7
2021.12,"예술,스포츠 및 여가관련서비스업",59.2
2021.12,수리 및 기타개인서비스업,69.8
2022.01,전산업,73.9
2022.01,식료품,83.7
2022.01,음료,83.2
2022.01,섬유제품;의복제외,71.3
2022.01,"의복,의복악세서리및모피제품",74.4
2022.01,"가죽,가방및신발",59.5
2022.01,목재및나무제품;가구제외,73.5
2022.01,"펄프,종이및종이제품",79.8
2022.01,인쇄및기록매체복제업,71.6
2022.01,화학물질및화학제품;의약품제외,75.4
2022.01,의료용물질및의약품,91.3
2022.01,고무제품및플라스틱제품,67.9
2022.01,비금속광물제품,68.7
2022.01,1차금속,70.9
2022.01,금속가공제품;기계및가구제외,73.1
2022.01,"전자부품,컴퓨터,영상,음향및통신장비",87
2022.01,"의료,정밀,광학기기및시계",77.9
2022.01,전기장비,75
2022.01,기타기계및장비,79.6
2022.01,자동차및트레일러,76.7
2022.01,기타운송장비,79.1
2022.01,가구,81.4
2022.01,기타제품,73.8
2022.01,비제조업,72.9
2022.01,건설업,68.8
2022.01,도매 및 소매업,74.7
2022.01,운수업,72.6
2022.01,숙박 및 음식점업,55.4
2022.01,"출판,영상,방송통신 및 정보서비스업",81.2
2022.01,부동산업 및 임대업,71.2
2022.01,"전문,과학 및 기술서비스업",78.1
2022.01,사업시설관리 및 사업지원서비스업,78.2
2022.01,교육서비스업,75.6
2022.01,"예술,스포츠 및 여가관련서비스업",63.3
2022.01,수리 및 기타개인서비스업,64.2
2022.02,전산업,70.2
2022.02,식료품,70.3
2022.02,음료,68.8
2022.02,섬유제품;의복제외,70.5
2022.02,"의복,의복악세서리및모피제품",71.2
2022.02,"가죽,가방및신발",58.4
2022.02,목재및나무제품;가구제외,65.8
2022.02,"펄프,종이및종이제품",70
2022.02,인쇄및기록매체복제업,60.1
2022.02,화학물질및화학제품;의약품제외,83.1
2022.02,의료용물질및의약품,87.3
2022.02,고무제품및플라스틱제품,67.8
2022.02,비금속광물제품,68.8
2022.02,1차금속,70.2
2022.02,금속가공제품;기계및가구제외,71.7
2022.02,"전자부품,컴퓨터,영상,음향및통신장비",76.3
2022.02,"의료,정밀,광학기기및시계",76.3
2022.02,전기장비,82.7
2022.02,기타기계및장비,76.1
2022.02,자동차및트레일러,76
2022.02,기타운송장비,78.9
2022.02,가구,75.8
2022.02,기타제품,77
2022.02,비제조업,68.4
2022.02,건설업,66.2
2022.02,도매 및 소매업,67.7
2022.02,운수업,75.8
2022.02,숙박 및 음식점업,53.1
2022.02,"출판,영상,방송통신 및 정보서비스업",79.5
2022.02,부동산업 및 임대업,65.9
2022.02,"전문,과학 및 기술서비스업",78.7
2022.02,사업시설관리 및 사업지원서비스업,81.2
2022.02,교육서비스업,74
2022.02,"예술,스포츠 및 여가관련서비스업",62.9
2022.02,수리 및 기타개인서비스업,63.5
2022.03,전산업,74.1
2022.03,식료품,67.5
2022.03,음료,81.3
2022.03,섬유제품;의복제외,66.8
2022.03,"의복,의복악세서리및모피제품",70.9
2022.03,"가죽,가방및신발",63.4
2022.03,목재및나무제품;가구제외,61.7
2022.03,"펄프,종이및종이제품",76.6
2022.03,인쇄및기록매체복제업,69.5
2022.03,화학물질및화학제품;의약품제외,81.2
2022.03,의료용물질및의약품,78.4
2022.03,고무제품및플라스틱제품,64
2022.03,비금속광물제품,78.2
2022.03,1차금속,78
2022.03,금속가공제품;기계및가구제외,73.4
2022.03,"전자부품,컴퓨터,영상,음향및통신장비",84
2022.03,"의료,정밀,광학기기및시계",84.7
2022.03,전기장비,81.1
2022.03,기타기계및장비,79
2022.03,자동차및트레일러,93.5
2022.03,기타운송장비,74.5
2022.03,가구,74.4
2022.03,기타제품,70.6
2022.03,비제조업,73
2022.03,건설업,69.6
2022.03,도매 및 소매업,73.3
2022.03,운수업,73
2022.03,숙박 및 음식점업,61.3
2022.03,"출판,영상,방송통신 및 정보서비스업",79.1
2022.03,부동산업 및 임대업,70
2022.03,"전문,과학 및 기술서비스업",84.8
2022.03,사업시설관리 및 사업지원서비스업,87.2
2022.03,교육서비스업,69.2
2022.03,"예술,스포츠 및 여가관련서비스업",83.1
2022.03,수리 및 기타개인서비스업,64.4
2022.04,전산업,77.9
2022.04,식료품,74.2
2022.04,음료,94.3
2022.04,섬유제품;의복제외,66
2022.04,"의복,의복악세서리및모피제품",75.2
2022.04,"가죽,가방및신발",67.6
2022.04,목재및나무제품;가구제외,70
2022.04,"펄프,종이및종이제품",78.9
2022.04,인쇄및기록매체복제업,67.1
2022.04,화학물질및화학제품;의약품제외,74.2
2022.04,의료용물질및의약품,95.9
2022.04,고무제품및플라스틱제품,64.4
2022.04,비금속광물제품,83
2022.04,1차금속,76.9
2022.04,금속가공제품;기계및가구제외,73.5
2022.04,"전자부품,컴퓨터,영상,음향및통신장비",88.8
2022.04,"의료,정밀,광학기기및시계",87.4
2022.04,전기장비,77
2022.04,기타기계및장비,77.1
2022.04,자동차및트레일러,84.1
2022.04,기타운송장비,77
2022.04,가구,65.5
2022.04,기타제품,75.6
2022.04,비제조업,78.8
2022.04,건설업,72
2022.04,도매 및 소매업,80.2
2022.04,운수업,80.2
2022.04,숙박 및 음식점업,79.2
2022.04,"출판,영상,방송통신 및 정보서비스업",81.5
2022.04,부동산업 및 임대업,71.7
2022.04,"전문,과학 및 기술서비스업",85
2022.04,사업시설관리 및 사업지원서비스업,88
2022.04,교육서비스업,66.9
2022.04,"예술,스포츠 및 여가관련서비스업",86
2022.04,수리 및 기타개인서비스업,69
