구분별,시점,경기실적SBHI
"전자부품,컴퓨터,영상,음향및통신장비",2021.09 월,86.9
"전자부품,컴퓨터,영상,음향및통신장비",2021.10 월,90.6
"전자부품,컴퓨터,영상,음향및통신장비",2021.11 월,90.1
"전자부품,컴퓨터,영상,음향및통신장비",2021.12 월,86
"전자부품,컴퓨터,영상,음향및통신장비",2022.01 월,91.4
"전자부품,컴퓨터,영상,음향및통신장비",2022.02 월,83.8
"전자부품,컴퓨터,영상,음향및통신장비",2022.03 월,94.1
"전자부품,컴퓨터,영상,음향및통신장비",2022.04 월,96
"의료,정밀,광학기기및시계",2015.01 월,81.3
"의료,정밀,광학기기및시계",2015.02 월,74.1
"의료,정밀,광학기기및시계",2015.03 월,88.4
"의료,정밀,광학기기및시계",2015.04 월,79.6
"의료,정밀,광학기기및시계",2015.05 월,83
"의료,정밀,광학기기및시계",2015.06 월,85.2
"의료,정밀,광학기기및시계",2015.07 월,76.9
"의료,정밀,광학기기및시계",2015.08 월,75.2
"의료,정밀,광학기기및시계",2015.09 월,83.1
"의료,정밀,광학기기및시계",2015.10 월,84.7
"의료,정밀,광학기기및시계",2015.11 월,85.7
"의료,정밀,광학기기및시계",2015.12 월,77
"의료,정밀,광학기기및시계",2016.01 월,78.9
"의료,정밀,광학기기및시계",2016.02 월,69.5
"의료,정밀,광학기기및시계",2016.03 월,78.1
"의료,정밀,광학기기및시계",2016.04 월,79.6
"의료,정밀,광학기기및시계",2016.05 월,87.7
"의료,정밀,광학기기및시계",2016.06 월,83.2
"의료,정밀,광학기기및시계",2016.07 월,80.9
"의료,정밀,광학기기및시계",2016.08 월,81.4
"의료,정밀,광학기기및시계",2016.09 월,85.4
"의료,정밀,광학기기및시계",2016.10 월,93.8
"의료,정밀,광학기기및시계",2016.11 월,83.5
"의료,정밀,광학기기및시계",2016.12 월,85.6
"의료,정밀,광학기기및시계",2017.01 월,80.4
"의료,정밀,광학기기및시계",2017.02 월,85.6
"의료,정밀,광학기기및시계",2017.03 월,89.9
"의료,정밀,광학기기및시계",2017.04 월,94.6
"의료,정밀,광학기기및시계",2017.05 월,91.5
"의료,정밀,광학기기및시계",2017.06 월,93
"의료,정밀,광학기기및시계",2017.07 월,90.7
"의료,정밀,광학기기및시계",2017.08 월,89.5
"의료,정밀,광학기기및시계",2017.09 월,85.8
"의료,정밀,광학기기및시계",2017.10 월,82
"의료,정밀,광학기기및시계",2017.11 월,82.4
"의료,정밀,광학기기및시계",2017.12 월,95.7
"의료,정밀,광학기기및시계",2018.01 월,86.1
"의료,정밀,광학기기및시계",2018.02 월,84.6
"의료,정밀,광학기기및시계",2018.03 월,90.1
"의료,정밀,광학기기및시계",2018.04 월,88.8
"의료,정밀,광학기기및시계",2018.05 월,97.9
"의료,정밀,광학기기및시계",2018.06 월,103.5
"의료,정밀,광학기기및시계",2018.07 월,90.9
"의료,정밀,광학기기및시계",2018.08 월,90.6
"의료,정밀,광학기기및시계",2018.09 월,87.4
"의료,정밀,광학기기및시계",2018.10 월,82.7
"의료,정밀,광학기기및시계",2018.11 월,90.5
"의료,정밀,광학기기및시계",2018.12 월,92.3
"의료,정밀,광학기기및시계",2019.01 월,81.9
"의료,정밀,광학기기및시계",2019.02 월,76.7
"의료,정밀,광학기기및시계",2019.03 월,92.7
"의료,정밀,광학기기및시계",2019.04 월,92.7
"의료,정밀,광학기기및시계",2019.05 월,85.9
"의료,정밀,광학기기및시계",2019.06 월,84.9
"의료,정밀,광학기기및시계",2019.07 월,84.3
"의료,정밀,광학기기및시계",2019.08 월,84.2
"의료,정밀,광학기기및시계",2019.09 월,89.7
"의료,정밀,광학기기및시계",2019.10 월,89.5
"의료,정밀,광학기기및시계",2019.11 월,92.1
"의료,정밀,광학기기및시계",2019.12 월,89.3
"의료,정밀,광학기기및시계",2020.01 월,83.3
"의료,정밀,광학기기및시계",2020.02 월,77.1
"의료,정밀,광학기기및시계",2020.03 월,69.4
"의료,정밀,광학기기및시계",2020.04 월,61.1
"의료,정밀,광학기기및시계",2020.05 월,62.3
"의료,정밀,광학기기및시계",2020.06 월,64.1
"의료,정밀,광학기기및시계",2020.07 월,75.7
"의료,정밀,광학기기및시계",2020.08 월,72.6
"의료,정밀,광학기기및시계",2020.09 월,72.9
"의료,정밀,광학기기및시계",2020.10 월,81.4
"의료,정밀,광학기기및시계",2020.11 월,82.2
"의료,정밀,광학기기및시계",2020.12 월,83.2
"의료,정밀,광학기기및시계",2021.01 월,73.8
"의료,정밀,광학기기및시계",2021.02 월,78.3
"의료,정밀,광학기기및시계",2021.03 월,77.2
"의료,정밀,광학기기및시계",2021.04 월,90.4
"의료,정밀,광학기기및시계",2021.05 월,83.9
"의료,정밀,광학기기및시계",2021.06 월,83.8
"의료,정밀,광학기기및시계",2021.07 월,88.2
"의료,정밀,광학기기및시계",2021.08 월,81.2
"의료,정밀,광학기기및시계",2021.09 월,89
"의료,정밀,광학기기및시계",2021.10 월,85.2
"의료,정밀,광학기기및시계",2021.11 월,88.4
"의료,정밀,광학기기및시계",2021.12 월,90.6
"의료,정밀,광학기기및시계",2022.01 월,80.9
"의료,정밀,광학기기및시계",2022.02 월,85.5
"의료,정밀,광학기기및시계",2022.03 월,84.4
"의료,정밀,광학기기및시계",2022.04 월,88.5
전기장비,2015.01 월,74.9
전기장비,2015.02 월,74.9
전기장비,2015.03 월,80.3
전기장비,2015.04 월,86.3
전기장비,2015.05 월,84.6
전기장비,2015.06 월,88.2
전기장비,2015.07 월,82.4
전기장비,2015.08 월,73.2
전기장비,2015.09 월,85.6
전기장비,2015.10 월,83.9
전기장비,2015.11 월,85.5
전기장비,2015.12 월,76.5
전기장비,2016.01 월,78.9
전기장비,2016.02 월,76.3
전기장비,2016.03 월,98.9
전기장비,2016.04 월,96.7
전기장비,2016.05 월,96.3
전기장비,2016.06 월,87.7
전기장비,2016.07 월,88.6
전기장비,2016.08 월,76.1
전기장비,2016.09 월,87.7
전기장비,2016.10 월,88
전기장비,2016.11 월,90.5
전기장비,2016.12 월,88.5
전기장비,2017.01 월,84
전기장비,2017.02 월,74.2
전기장비,2017.03 월,78.7
전기장비,2017.04 월,82.4
전기장비,2017.05 월,83.9
전기장비,2017.06 월,84.7
전기장비,2017.07 월,79
전기장비,2017.08 월,84.6
전기장비,2017.09 월,88.5
전기장비,2017.10 월,87.6
전기장비,2017.11 월,81
전기장비,2017.12 월,87
전기장비,2018.01 월,88.2
전기장비,2018.02 월,75.3
전기장비,2018.03 월,82.6
전기장비,2018.04 월,79.5
전기장비,2018.05 월,82.9
전기장비,2018.06 월,83
전기장비,2018.07 월,81.9
전기장비,2018.08 월,76.3
전기장비,2018.09 월,77.8
전기장비,2018.10 월,83.3
전기장비,2018.11 월,84
전기장비,2018.12 월,79.5
전기장비,2019.01 월,79.6
전기장비,2019.02 월,70.7
전기장비,2019.03 월,85.3
전기장비,2019.04 월,78.6
전기장비,2019.05 월,81.8
전기장비,2019.06 월,81.5
전기장비,2019.07 월,77.6
전기장비,2019.08 월,80.3
전기장비,2019.09 월,74.3
전기장비,2019.10 월,76
전기장비,2019.11 월,79.9
전기장비,2019.12 월,87.7
전기장비,2020.01 월,70
전기장비,2020.02 월,71.2
전기장비,2020.03 월,67.4
전기장비,2020.04 월,58.7
전기장비,2020.05 월,60.7
전기장비,2020.06 월,59.9
전기장비,2020.07 월,66.5
전기장비,2020.08 월,70.2
전기장비,2020.09 월,66.1
전기장비,2020.10 월,78.7
전기장비,2020.11 월,72.7
전기장비,2020.12 월,77.1
전기장비,2021.01 월,76.4
전기장비,2021.02 월,70
전기장비,2021.03 월,78.5
전기장비,2021.04 월,80.5
전기장비,2021.05 월,80.4
전기장비,2021.06 월,81.6
전기장비,2021.07 월,77.2
전기장비,2021.08 월,76.7
전기장비,2021.09 월,70.7
전기장비,2021.10 월,82.8
전기장비,2021.11 월,83.6
전기장비,2021.12 월,86.7
전기장비,2022.01 월,81.7
전기장비,2022.02 월,84.1
전기장비,2022.03 월,85.2
전기장비,2022.04 월,79
기타기계및장비,2015.01 월,72.6
기타기계및장비,2015.02 월,73.2
기타기계및장비,2015.03 월,81.3
기타기계및장비,2015.04 월,83.3
기타기계및장비,2015.05 월,81.8
기타기계및장비,2015.06 월,75.2
기타기계및장비,2015.07 월,77.1
기타기계및장비,2015.08 월,78.7
기타기계및장비,2015.09 월,77.8
기타기계및장비,2015.10 월,79.9
기타기계및장비,2015.11 월,78.1
기타기계및장비,2015.12 월,81.3
기타기계및장비,2016.01 월,77.1
기타기계및장비,2016.02 월,70.8
기타기계및장비,2016.03 월,77.3
기타기계및장비,2016.04 월,80.1
기타기계및장비,2016.05 월,84.2
기타기계및장비,2016.06 월,80.8
기타기계및장비,2016.07 월,87.2
기타기계및장비,2016.08 월,76.5
기타기계및장비,2016.09 월,82
기타기계및장비,2016.10 월,77.8
기타기계및장비,2016.11 월,80.6
기타기계및장비,2016.12 월,80.5
기타기계및장비,2017.01 월,69.7
기타기계및장비,2017.02 월,74.3
기타기계및장비,2017.03 월,84.4
기타기계및장비,2017.04 월,81.6
기타기계및장비,2017.05 월,80
기타기계및장비,2017.06 월,83.1
기타기계및장비,2017.07 월,84.5
기타기계및장비,2017.08 월,83.2
기타기계및장비,2017.09 월,89.1
기타기계및장비,2017.10 월,78.8
기타기계및장비,2017.11 월,86.6
기타기계및장비,2017.12 월,84.3
기타기계및장비,2018.01 월,76.7
기타기계및장비,2018.02 월,74.9
기타기계및장비,2018.03 월,79.1
기타기계및장비,2018.04 월,85.4
기타기계및장비,2018.05 월,83.9
기타기계및장비,2018.06 월,85.7
기타기계및장비,2018.07 월,82.8
기타기계및장비,2018.08 월,80.1
기타기계및장비,2018.09 월,77.8
기타기계및장비,2018.10 월,78.4
기타기계및장비,2018.11 월,77.3
기타기계및장비,2018.12 월,81
기타기계및장비,2019.01 월,72.1
기타기계및장비,2019.02 월,69.1
기타기계및장비,2019.03 월,73
기타기계및장비,2019.04 월,77.2
기타기계및장비,2019.05 월,83.6
기타기계및장비,2019.06 월,87.1
기타기계및장비,2019.07 월,78
기타기계및장비,2019.08 월,73.8
기타기계및장비,2019.09 월,68.3
기타기계및장비,2019.10 월,74.4
기타기계및장비,2019.11 월,78.5
기타기계및장비,2019.12 월,78.8
기타기계및장비,2020.01 월,81
기타기계및장비,2020.02 월,75.3
기타기계및장비,2020.03 월,68.2
기타기계및장비,2020.04 월,65.6
기타기계및장비,2020.05 월,68.1
기타기계및장비,2020.06 월,70.2
기타기계및장비,2020.07 월,73
기타기계및장비,2020.08 월,69.6
기타기계및장비,2020.09 월,71.5
기타기계및장비,2020.10 월,74.1
기타기계및장비,2020.11 월,82.9
기타기계및장비,2020.12 월,83.2
기타기계및장비,2021.01 월,74
기타기계및장비,2021.02 월,81.5
기타기계및장비,2021.03 월,82
기타기계및장비,2021.04 월,90.4
기타기계및장비,2021.05 월,80.4
기타기계및장비,2021.06 월,86.4
기타기계및장비,2021.07 월,80.5
기타기계및장비,2021.08 월,78.3
기타기계및장비,2021.09 월,84.8
기타기계및장비,2021.10 월,81
기타기계및장비,2021.11 월,80.5
기타기계및장비,2021.12 월,90.6
기타기계및장비,2022.01 월,86.2
기타기계및장비,2022.02 월,83.1
기타기계및장비,2022.03 월,84.4
기타기계및장비,2022.04 월,87.6
자동차및트레일러,2015.01 월,84.9
자동차및트레일러,2015.02 월,75.5
자동차및트레일러,2015.03 월,90.2
자동차및트레일러,2015.04 월,97.1
자동차및트레일러,2015.05 월,91.5
자동차및트레일러,2015.06 월,85.2
자동차및트레일러,2015.07 월,81.2
자동차및트레일러,2015.08 월,76.5
자동차및트레일러,2015.09 월,86.1
자동차및트레일러,2015.10 월,78
자동차및트레일러,2015.11 월,85.2
자동차및트레일러,2015.12 월,77
자동차및트레일러,2016.01 월,79.7
자동차및트레일러,2016.02 월,74.7
자동차및트레일러,2016.03 월,88.1
자동차및트레일러,2016.04 월,82.4
자동차및트레일러,2016.05 월,82.9
자동차및트레일러,2016.06 월,82.8
자동차및트레일러,2016.07 월,83.9
자동차및트레일러,2016.08 월,66.7
자동차및트레일러,2016.09 월,73.8
자동차및트레일러,2016.10 월,75.8
자동차및트레일러,2016.11 월,84.4
자동차및트레일러,2016.12 월,84.9
자동차및트레일러,2017.01 월,81.7
자동차및트레일러,2017.02 월,81.1
자동차및트레일러,2017.03 월,94
자동차및트레일러,2017.04 월,88.6
자동차및트레일러,2017.05 월,80.7
자동차및트레일러,2017.06 월,84.8
자동차및트레일러,2017.07 월,85.4
자동차및트레일러,2017.08 월,71.6
자동차및트레일러,2017.09 월,95.8
자동차및트레일러,2017.10 월,75.7
자동차및트레일러,2017.11 월,85.7
자동차및트레일러,2017.12 월,80.4
자동차및트레일러,2018.01 월,72.9
자동차및트레일러,2018.02 월,67.9
자동차및트레일러,2018.03 월,81.2
자동차및트레일러,2018.04 월,91.4
자동차및트레일러,2018.05 월,81.9
자동차및트레일러,2018.06 월,91.3
자동차및트레일러,2018.07 월,78.2
자동차및트레일러,2018.08 월,70.9
자동차및트레일러,2018.09 월,73.7
자동차및트레일러,2018.10 월,79
자동차및트레일러,2018.11 월,80.9
자동차및트레일러,2018.12 월,86
자동차및트레일러,2019.01 월,78.7
자동차및트레일러,2019.02 월,66.9
자동차및트레일러,2019.03 월,86.3
자동차및트레일러,2019.04 월,91.5
자동차및트레일러,2019.05 월,78.6
자동차및트레일러,2019.06 월,77.9
자동차및트레일러,2019.07 월,75.8
자동차및트레일러,2019.08 월,66.8
자동차및트레일러,2019.09 월,75.4
자동차및트레일러,2019.10 월,79.2
자동차및트레일러,2019.11 월,83.1
자동차및트레일러,2019.12 월,85.4
자동차및트레일러,2020.01 월,72.2
자동차및트레일러,2020.02 월,56.8
자동차및트레일러,2020.03 월,72.5
자동차및트레일러,2020.04 월,61.3
자동차및트레일러,2020.05 월,43.7
자동차및트레일러,2020.06 월,51.3
자동차및트레일러,2020.07 월,80.7
자동차및트레일러,2020.08 월,74.2
자동차및트레일러,2020.09 월,90.3
자동차및트레일러,2020.10 월,95.8
자동차및트레일러,2020.11 월,92.1
자동차및트레일러,2020.12 월,80.5
자동차및트레일러,2021.01 월,81.4
자동차및트레일러,2021.02 월,81.9
자동차및트레일러,2021.03 월,102.9
자동차및트레일러,2021.04 월,95.9
자동차및트레일러,2021.05 월,80.7
자동차및트레일러,2021.06 월,93.4
자동차및트레일러,2021.07 월,89.7
자동차및트레일러,2021.08 월,77.4
자동차및트레일러,2021.09 월,82.1
자동차및트레일러,2021.10 월,80.6
자동차및트레일러,2021.11 월,93.4
자동차및트레일러,2021.12 월,86
자동차및트레일러,2022.01 월,81.2
자동차및트레일러,2022.02 월,79.3
자동차및트레일러,2022.03 월,95.1
자동차및트레일러,2022.04 월,93.9
기타운송장비,2015.01 월,79.1
기타운송장비,2015.02 월,73
기타운송장비,2015.03 월,94.6
기타운송장비,2015.04 월,84.6
기타운송장비,2015.05 월,90.1
기타운송장비,2015.06 월,75.2
기타운송장비,2015.07 월,78.2
기타운송장비,2015.08 월,76.3
기타운송장비,2015.09 월,83.8
기타운송장비,2015.10 월,84.9
기타운송장비,2015.11 월,77
기타운송장비,2015.12 월,77.2
기타운송장비,2016.01 월,85.4
기타운송장비,2016.02 월,71
기타운송장비,2016.03 월,84.7
기타운송장비,2016.04 월,89.6
기타운송장비,2016.05 월,81.3
기타운송장비,2016.06 월,78.1
기타운송장비,2016.07 월,79.2
기타운송장비,2016.08 월,69.3
기타운송장비,2016.09 월,66
기타운송장비,2016.10 월,64.9
기타운송장비,2016.11 월,73
기타운송장비,2016.12 월,69.6
기타운송장비,2017.01 월,68.9
기타운송장비,2017.02 월,69.6
기타운송장비,2017.03 월,72.6
기타운송장비,2017.04 월,73.6
기타운송장비,2017.05 월,75.8
기타운송장비,2017.06 월,84.7
기타운송장비,2017.07 월,79.9
기타운송장비,2017.08 월,61.6
기타운송장비,2017.09 월,73.2
기타운송장비,2017.10 월,60.1
기타운송장비,2017.11 월,67
기타운송장비,2017.12 월,73.8
기타운송장비,2018.01 월,59.2
기타운송장비,2018.02 월,58
기타운송장비,2018.03 월,69.8
기타운송장비,2018.04 월,68.8
기타운송장비,2018.05 월,66.1
기타운송장비,2018.06 월,65.1
기타운송장비,2018.07 월,78.8
기타운송장비,2018.08 월,73.8
기타운송장비,2018.09 월,72.8
기타운송장비,2018.10 월,83.9
기타운송장비,2018.11 월,76.6
기타운송장비,2018.12 월,77.7
기타운송장비,2019.01 월,68.1
기타운송장비,2019.02 월,64.5
기타운송장비,2019.03 월,77.9
기타운송장비,2019.04 월,81.2
기타운송장비,2019.05 월,74.4
기타운송장비,2019.06 월,70.9
기타운송장비,2019.07 월,77.3
기타운송장비,2019.08 월,76.6
기타운송장비,2019.09 월,66.6
기타운송장비,2019.10 월,71.8
기타운송장비,2019.11 월,79.9
기타운송장비,2019.12 월,73.9
기타운송장비,2020.01 월,67.6
기타운송장비,2020.02 월,68.1
기타운송장비,2020.03 월,67.4
기타운송장비,2020.04 월,74.5
기타운송장비,2020.05 월,73.4
기타운송장비,2020.06 월,69.4
기타운송장비,2020.07 월,68.2
기타운송장비,2020.08 월,70.4
기타운송장비,2020.09 월,66.1
기타운송장비,2020.10 월,73.5
기타운송장비,2020.11 월,66.2
기타운송장비,2020.12 월,69.7
기타운송장비,2021.01 월,78.5
기타운송장비,2021.02 월,75.7
기타운송장비,2021.03 월,83.3
기타운송장비,2021.04 월,87.5
기타운송장비,2021.05 월,91.2
기타운송장비,2021.06 월,88.2
기타운송장비,2021.07 월,83.7
기타운송장비,2021.08 월,82.3
기타운송장비,2021.09 월,87.2
기타운송장비,2021.10 월,88.7
기타운송장비,2021.11 월,93.1
기타운송장비,2021.12 월,95.3
기타운송장비,2022.01 월,89
기타운송장비,2022.02 월,82.3
기타운송장비,2022.03 월,84.2
기타운송장비,2022.04 월,87.1
가구,2015.01 월,70.8
가구,2015.02 월,72.5
가구,2015.03 월,78.3
가구,2015.04 월,77.6
가구,2015.05 월,66.1
가구,2015.06 월,59.8
가구,2015.07 월,60.5
가구,2015.08 월,65
가구,2015.09 월,74.3
가구,2015.10 월,69.7
가구,2015.11 월,66.1
가구,2015.12 월,72.9
가구,2016.01 월,74.3
가구,2016.02 월,77.9
가구,2016.03 월,97.7
가구,2016.04 월,73.6
가구,2016.05 월,67.3
가구,2016.06 월,73.8
가구,2016.07 월,65.6
가구,2016.08 월,76.9
가구,2016.09 월,66.5
가구,2016.10 월,71.1
가구,2016.11 월,82.5
가구,2016.12 월,79.8
가구,2017.01 월,66.5
가구,2017.02 월,86.2
가구,2017.03 월,93.5
가구,2017.04 월,81.4
가구,2017.05 월,71.7
가구,2017.06 월,74.6
가구,2017.07 월,74
가구,2017.08 월,83.6
가구,2017.09 월,85.4
가구,2017.10 월,70.8
가구,2017.11 월,81.9
가구,2017.12 월,87.7
가구,2018.01 월,80
가구,2018.02 월,78.5
가구,2018.03 월,84.4
가구,2018.04 월,77.2
가구,2018.05 월,71.1
가구,2018.06 월,70.5
가구,2018.07 월,70.3
가구,2018.08 월,79
가구,2018.09 월,78
가구,2018.10 월,72.9
가구,2018.11 월,81.2
가구,2018.12 월,89.5
가구,2019.01 월,71.2
가구,2019.02 월,77.8
가구,2019.03 월,82.6
가구,2019.04 월,71.6
가구,2019.05 월,77
가구,2019.06 월,73.6
가구,2019.07 월,67.5
가구,2019.08 월,73.2
가구,2019.09 월,70.3
가구,2019.10 월,72.7
가구,2019.11 월,77.3
가구,2019.12 월,84
가구,2020.01 월,77.4
가구,2020.02 월,78.7
가구,2020.03 월,55.7
가구,2020.04 월,47.7
가구,2020.05 월,60.1
가구,2020.06 월,58.5
가구,2020.07 월,71.7
가구,2020.08 월,60.2
가구,2020.09 월,59.6
가구,2020.10 월,66.2
가구,2020.11 월,66.5
가구,2020.12 월,69.9
가구,2021.01 월,70
가구,2021.02 월,77.3
가구,2021.03 월,69.2
가구,2021.04 월,61.1
가구,2021.05 월,65.8
가구,2021.06 월,69.3
가구,2021.07 월,68.3
가구,2021.08 월,64.5
가구,2021.09 월,65.8
가구,2021.10 월,69.6
가구,2021.11 월,88.4
가구,2021.12 월,86.5
가구,2022.01 월,84.4
가구,2022.02 월,78.6
가구,2022.03 월,76.7
가구,2022.04 월,70.5
기타제품,2015.01 월,72.6
기타제품,2015.02 월,73.5
기타제품,2015.03 월,84.5
기타제품,2015.04 월,76.9
기타제품,2015.05 월,86.3
기타제품,2015.06 월,76.8
기타제품,2015.07 월,82.4
기타제품,2015.08 월,64.6
기타제품,2015.09 월,72.9
기타제품,2015.10 월,83.9
기타제품,2015.11 월,85.4
기타제품,2015.12 월,78.7
기타제품,2016.01 월,70.7
기타제품,2016.02 월,66.5
기타제품,2016.03 월,79.5
기타제품,2016.04 월,79.9
기타제품,2016.05 월,90.6
기타제품,2016.06 월,79.6
기타제품,2016.07 월,72.3
기타제품,2016.08 월,78.2
기타제품,2016.09 월,75.3
기타제품,2016.10 월,85.2
기타제품,2016.11 월,84.3
기타제품,2016.12 월,85.2
기타제품,2017.01 월,67.1
기타제품,2017.02 월,81.7
기타제품,2017.03 월,87
기타제품,2017.04 월,91.2
기타제품,2017.05 월,87
기타제품,2017.06 월,86.9
기타제품,2017.07 월,81.3
기타제품,2017.08 월,74.9
기타제품,2017.09 월,83.3
기타제품,2017.10 월,83.7
기타제품,2017.11 월,82.5
기타제품,2017.12 월,83.6
기타제품,2018.01 월,81.3
기타제품,2018.02 월,77.2
기타제품,2018.03 월,86.4
기타제품,2018.04 월,79.6
기타제품,2018.05 월,82.4
기타제품,2018.06 월,89.1
기타제품,2018.07 월,83.8
기타제품,2018.08 월,76
기타제품,2018.09 월,71.2
기타제품,2018.10 월,81.3
기타제품,2018.11 월,84.3
기타제품,2018.12 월,82.9
기타제품,2019.01 월,73.7
기타제품,2019.02 월,73.1
기타제품,2019.03 월,82.9
기타제품,2019.04 월,83.2
기타제품,2019.05 월,78.9
기타제품,2019.06 월,77.2
기타제품,2019.07 월,80.4
기타제품,2019.08 월,75.7
기타제품,2019.09 월,81.1
기타제품,2019.10 월,84.7
기타제품,2019.11 월,85.7
기타제품,2019.12 월,81.2
기타제품,2020.01 월,74.1
기타제품,2020.02 월,74.7
기타제품,2020.03 월,62.2
기타제품,2020.04 월,57
기타제품,2020.05 월,60.4
기타제품,2020.06 월,63.1
기타제품,2020.07 월,65.5
기타제품,2020.08 월,71.3
기타제품,2020.09 월,65
기타제품,2020.10 월,75.2
기타제품,2020.11 월,81.4
기타제품,2020.12 월,73.7
기타제품,2021.01 월,58.3
기타제품,2021.02 월,63.9
기타제품,2021.03 월,76.6
기타제품,2021.04 월,78.4
기타제품,2021.05 월,74.9
기타제품,2021.06 월,83.4
기타제품,2021.07 월,84.8
기타제품,2021.08 월,75.4
기타제품,2021.09 월,78.1
기타제품,2021.10 월,83
기타제품,2021.11 월,82.4
기타제품,2021.12 월,81.8
기타제품,2022.01 월,76.1
기타제품,2022.02 월,80.4
기타제품,2022.03 월,76.8
기타제품,2022.04 월,77.6
일반기업,2015.01 월,76.1
일반기업,2015.02 월,73.5
일반기업,2015.03 월,83.1
일반기업,2015.04 월,84.5
일반기업,2015.05 월,83.6
일반기업,2015.06 월,78.9
일반기업,2015.07 월,77.4
일반기업,2015.08 월,77.5
일반기업,2015.09 월,84
일반기업,2015.10 월,82.4
일반기업,2015.11 월,82
일반기업,2015.12 월,78
일반기업,2016.01 월,75.6
일반기업,2016.02 월,69.6
일반기업,2016.03 월,83.5
일반기업,2016.04 월,86.6
일반기업,2016.05 월,86.9
일반기업,2016.06 월,81.8
일반기업,2016.07 월,85.6
일반기업,2016.08 월,80.8
일반기업,2016.09 월,83.1
일반기업,2016.10 월,82.1
일반기업,2016.11 월,81.5
일반기업,2016.12 월,79.5
일반기업,2017.01 월,74.4
일반기업,2017.02 월,75.2
일반기업,2017.03 월,83.6
일반기업,2017.04 월,84.8
일반기업,2017.05 월,81
일반기업,2017.06 월,84.4
일반기업,2017.07 월,81.5
일반기업,2017.08 월,77.6
일반기업,2017.09 월,86.3
일반기업,2017.10 월,78.2
일반기업,2017.11 월,84.3
일반기업,2017.12 월,80.9
일반기업,2018.01 월,75.4
일반기업,2018.02 월,72.9
일반기업,2018.03 월,83.6
일반기업,2018.04 월,84.7
일반기업,2018.05 월,84.7
일반기업,2018.06 월,83.1
일반기업,2018.07 월,80.5
일반기업,2018.08 월,78
일반기업,2018.09 월,80.7
일반기업,2018.10 월,80.2
일반기업,2018.11 월,80.4
일반기업,2018.12 월,79.2
일반기업,2019.01 월,76.7
일반기업,2019.02 월,68.6
일반기업,2019.03 월,80.3
일반기업,2019.04 월,83.8
일반기업,2019.05 월,82.6
일반기업,2019.06 월,80.1
일반기업,2019.07 월,78.2
일반기업,2019.08 월,75.7
일반기업,2019.09 월,74.8
일반기업,2019.10 월,78.3
일반기업,2019.11 월,81.1
일반기업,2019.12 월,80
일반기업,2020.01 월,75.3
일반기업,2020.02 월,67.5
일반기업,2020.03 월,65.1
일반기업,2020.04 월,58.9
일반기업,2020.05 월,58.8
일반기업,2020.06 월,61.9
일반기업,2020.07 월,68.6
일반기업,2020.08 월,65.2
일반기업,2020.09 월,71.2
일반기업,2020.10 월,75.3
일반기업,2020.11 월,77.3
일반기업,2020.12 월,76.1
일반기업,2021.01 월,72.9
일반기업,2021.02 월,74.1
일반기업,2021.03 월,82.6
일반기업,2021.04 월,85.4
일반기업,2021.05 월,81.3
일반기업,2021.06 월,83.1
일반기업,2021.07 월,79
일반기업,2021.08 월,74.6
일반기업,2021.09 월,80
일반기업,2021.10 월,82.2
일반기업,2021.11 월,84.4
일반기업,2021.12 월,83
일반기업,2022.01 월,83.1
일반기업,2022.02 월,79.5
일반기업,2022.03 월,81.8
일반기업,2022.04 월,83.4
혁신형기업,2015.01 월,80.2
혁신형기업,2015.02 월,74.7
혁신형기업,2015.03 월,89.2
혁신형기업,2015.04 월,88.5
혁신형기업,2015.05 월,88.7
혁신형기업,2015.06 월,80.9
혁신형기업,2015.07 월,85.1
혁신형기업,2015.08 월,79.7
혁신형기업,2015.09 월,85.9
혁신형기업,2015.10 월,90.9
혁신형기업,2015.11 월,85
혁신형기업,2015.12 월,85.1
혁신형기업,2016.01 월,81.8
혁신형기업,2016.02 월,75.9
혁신형기업,2016.03 월,95.4
혁신형기업,2016.04 월,94.6
혁신형기업,2016.05 월,91.2
혁신형기업,2016.06 월,93.6
혁신형기업,2016.07 월,89.4
혁신형기업,2016.08 월,82.8
혁신형기업,2016.09 월,94.1
혁신형기업,2016.10 월,89.4
혁신형기업,2016.11 월,89
혁신형기업,2016.12 월,86.3
혁신형기업,2017.01 월,81.2
혁신형기업,2017.02 월,84.4
혁신형기업,2017.03 월,94.9
혁신형기업,2017.04 월,92.7
혁신형기업,2017.05 월,87.8
혁신형기업,2017.06 월,87.6
혁신형기업,2017.07 월,88.3
혁신형기업,2017.08 월,83.4
혁신형기업,2017.09 월,98.5
혁신형기업,2017.10 월,85
혁신형기업,2017.11 월,91.3
혁신형기업,2017.12 월,91
혁신형기업,2018.01 월,85.8
혁신형기업,2018.02 월,80.5
혁신형기업,2018.03 월,86.5
혁신형기업,2018.04 월,91.8
혁신형기업,2018.05 월,90.1
혁신형기업,2018.06 월,91
혁신형기업,2018.07 월,81.7
혁신형기업,2018.08 월,81.4
혁신형기업,2018.09 월,84.6
혁신형기업,2018.10 월,86.4
혁신형기업,2018.11 월,88.7
혁신형기업,2018.12 월,86.6
혁신형기업,2019.01 월,81.5
혁신형기업,2019.02 월,76.3
혁신형기업,2019.03 월,87.1
혁신형기업,2019.04 월,86.7
혁신형기업,2019.05 월,86.5
혁신형기업,2019.06 월,89
혁신형기업,2019.07 월,83.5
